review_id,product_id,brand_name,review_score,aspect,clause_sentiment,clause_text
1259,2920650549,URIAGE,5.0,Giao hàng,neutral,shop giao hàng nhanh
1259,2920650549,URIAGE,5.0,Dịch vụ/Uy tín,neutral,shop giao hàng nhanh
1260,222146998,URIAGE,5.0,Chất lượng/Đóng gói,negative,điều mình không thích ở sản phẩm này là cái vỏ để đựng kem dưỡng rất dễ móp méo và bị rách khi dùng lâu
1260,222146998,URIAGE,5.0,Dịch vụ/Uy tín,neutral,Mình mong shop khắc phục lại bao bì để sản phẩm bên trong không bị chảy ra ngoài
1260,222146998,URIAGE,5.0,Hiệu quả,neutral,Làm dịu mẩn đỏ và kích ứng
1262,222146998,URIAGE,5.0,Mùi hương/Kết cấu,positive,Không mùi và không gây dị ứng
1262,222146998,URIAGE,5.0,Mùi hương/Kết cấu,positive,Không nhờn và thấm nhanh
1262,222146998,URIAGE,5.0,Hiệu quả,positive,Hiệu quả cho mọi loại da
1262,222146998,URIAGE,5.0,Hiệu quả,positive,Hiệu quả cho mọi loại da
1262,222146998,URIAGE,5.0,Mùi hương/Kết cấu,positive,Không mùi và không gây dị ứng
1262,222146998,URIAGE,5.0,Hiệu quả,positive,Hiệu quả cho mọi loại da
1263,222146998,URIAGE,5.0,Chất lượng/Đóng gói,positive,Chất lượng: ok
1266,222146998,URIAGE,5.0,Chất lượng/Đóng gói,positive,Chất lượng: ok tốt xài ok tuyệt
1266,222146998,URIAGE,5.0,Giá cả,neutral,để kiểm hàng xem ntn r đánh giá tiếp ngen
1269,222146998,URIAGE,5.0,Hiệu quả,positive,Chất lượng: Kết cấu: Hiệu quả:
1269,222146998,URIAGE,5.0,Chất lượng/Đóng gói,positive,Chất lượng: Kết cấu: Hiệu quả:
1269,222146998,URIAGE,5.0,Mùi hương/Kết cấu,positive,Chất lượng: Kết cấu: Hiệu quả:
1271,222146998,URIAGE,5.0,Giá cả,neutral,Chắc ngày sale nên shop giao hơi lâu Chất kem thoa lên da dễ chịu k bị rát nóng
1271,222146998,URIAGE,5.0,Dịch vụ/Uy tín,neutral,Chắc ngày sale nên shop giao hơi lâu Chất kem thoa lên da dễ chịu k bị rát nóng
1272,222146998,URIAGE,5.0,Hiệu quả,positive,Hiệu quả phục hồi trên da mụn viêm sưng là tốt ạ
1273,222146998,URIAGE,5.0,Hiệu quả,positive,Mong là sẽ hiệu quả nhiều hơn vì mình mới dùng được 2 ngày kkk
1274,222146998,URIAGE,5.0,Hiệu quả,neutral,Hỗ trợ điều trị viêm da cơ địa
1274,222146998,URIAGE,5.0,Chất lượng/Đóng gói,negative,Mới dùng nên chưa review được chất lượng
1275,222146998,URIAGE,5.0,Hiệu quả,negative,Rất phù hợp với da nhạy cảm kích ứng
1276,222158013,URIAGE,2.0,Hiệu quả,positive,Làm da cảm thấy sạch và mịn màng sau khi rửa
1276,222158013,URIAGE,2.0,Chất lượng/Đóng gói,neutral,Đóng gói không chỉnh chu
1277,222158013,URIAGE,5.0,Mùi hương/Kết cấu,positive,Sạch nhờn khá tốt
1278,222158013,URIAGE,5.0,Hiệu quả,positive,Để lại làn da cảm giác sạch sẽ và mịn màng
1278,222158013,URIAGE,5.0,Giá cả,positive,Để lại làn da cảm giác sạch sẽ và mịn màng
1278,222158013,URIAGE,5.0,Hiệu quả,neutral,Giảm sự xuất hiện của lỗ chân lông
1279,222158013,URIAGE,5.0,Hiệu quả,positive,Để lại làn da cảm giác sạch sẽ và mịn màng
1279,222158013,URIAGE,5.0,Giá cả,positive,Để lại làn da cảm giác sạch sẽ và mịn màng
1279,222158013,URIAGE,5.0,Hiệu quả,positive,Hiệu quả cho da dầu
1280,222158013,URIAGE,5.0,Hiệu quả,positive,Hiệu quả:làm sạch tốt
1280,222158013,URIAGE,5.0,Giá cả,neutral,ko gây khô da Giá Cả:săn được giá sale rất hợp lý Làm cho da cảm thấy tươi mát
1280,222158013,URIAGE,5.0,Hiệu quả,positive,Để lại làn da cảm giác sạch sẽ và mịn màng
1280,222158013,URIAGE,5.0,Giá cả,positive,Để lại làn da cảm giác sạch sẽ và mịn màng
1281,222158013,URIAGE,5.0,Hiệu quả,positive,Hiệu quả cho da dầu
1282,222158013,URIAGE,5.0,Hiệu quả,positive,Để lại làn da cảm giác sạch sẽ và mịn màng
1282,222158013,URIAGE,5.0,Giá cả,positive,Để lại làn da cảm giác sạch sẽ và mịn màng
1283,222158013,URIAGE,5.0,Hiệu quả,positive,Hiệu quả cho da dầu
1283,222158013,URIAGE,5.0,Hiệu quả,positive,Cải thiện tổng thể kết cấu da
1283,222158013,URIAGE,5.0,Mùi hương/Kết cấu,positive,Cải thiện tổng thể kết cấu da
1284,222158013,URIAGE,5.0,Hiệu quả,positive,Hiệu quả cho da dầu
1284,222158013,URIAGE,5.0,Hiệu quả,neutral,Giảm kích thước lỗ chân lông
1285,222158013,URIAGE,5.0,Giao hàng,neutral,Giao hàng nhanh
1285,222158013,URIAGE,5.0,Chất lượng/Đóng gói,neutral,đóng gói kỹ
1285,222158013,URIAGE,5.0,Giá cả,positive,mua sale giá rẻ và mall nên an tâm chất lượng
1285,222158013,URIAGE,5.0,Chất lượng/Đóng gói,positive,mua sale giá rẻ và mall nên an tâm chất lượng
1288,222158013,URIAGE,5.0,Hiệu quả,positive,Cải thiện tổng thể kết cấu da
1288,222158013,URIAGE,5.0,Mùi hương/Kết cấu,positive,Cải thiện tổng thể kết cấu da
1289,222158013,URIAGE,5.0,Giá cả,neutral,đóng gói oki Mua về xài thử r đánh giá tiếp
1289,222158013,URIAGE,5.0,Chất lượng/Đóng gói,neutral,đóng gói oki Mua về xài thử r đánh giá tiếp
1290,222158013,URIAGE,5.0,Chất lượng/Đóng gói,positive,Sản phẩm tốt giao hàng nhanh chất lượng tuyệt vời sẽ
1290,222158013,URIAGE,5.0,Giao hàng,positive,Sản phẩm tốt giao hàng nhanh chất lượng tuyệt vời sẽ
1290,222158013,URIAGE,5.0,Dịch vụ/Uy tín,positive,ủng hộ tiếp cám ơn shop nhiều hehehe cám ơn Xin chân thành cảm ơn shop
1291,222158013,URIAGE,5.0,Hiệu quả,positive,Chứa niacinamide giúp làm sáng da
1293,222158013,URIAGE,5.0,Chất lượng/Đóng gói,positive,tốt đáng tiền Đúng như hình ảnh đáng tin cậy Đóng gói đẹp cẩn thận
1297,222158013,URIAGE,5.0,Chất lượng/Đóng gói,neutral,đóng gói kĩ
1298,222158013,URIAGE,5.0,Hiệu quả,neutral,xài im sạch không kho da xài nhìu dong sản phẩm thấy hợp hết mụn
1301,222158013,URIAGE,5.0,Chất lượng/Đóng gói,positive,chất lượng tốt
1301,222158013,URIAGE,5.0,Chất lượng/Đóng gói,positive,sp đóng gói cẩn thận
1302,222158013,URIAGE,5.0,Thành phần,neutral,Shop nên có xốp nổ để an toàn hơn
1302,222158013,URIAGE,5.0,Dịch vụ/Uy tín,neutral,Shop nên có xốp nổ để an toàn hơn
1302,222158013,URIAGE,5.0,Chất lượng/Đóng gói,neutral,Hộp méo quá
1302,222158013,URIAGE,5.0,Chất lượng/Đóng gói,neutral,Với không tem không seal
1304,222158013,URIAGE,5.0,Giá cả,neutral,rửa xong da hơi có cảm giác căng khô nên cần dùng thêm chai dưỡng ẫm nha
1304,222158013,URIAGE,5.0,Hiệu quả,positive,sờ mịn màng thích lắm ấy
1305,222158013,URIAGE,5.0,Giá cả,positive,Giáo viên có thể giúp cm tìm ra các cách để giữ cho mình tỉnh thân với việc học tập tốt nhất
1306,222158013,URIAGE,5.0,Giao hàng,positive,Mới dùng nên chư biết giao hàng nhanh shipper thân thiện hàng tốt
1307,222158013,URIAGE,5.0,Chất lượng/Đóng gói,positive,Chất lượng:sản phẩm dùng tốt
1308,222158013,URIAGE,5.0,Hiệu quả,neutral,chưa xài nên chưa biết kết quả thế nào
1309,222158013,URIAGE,5.0,Mùi hương/Kết cấu,positive,cảm nhận đầu tiên là mùi thơm nhẹ nhàng
1309,222158013,URIAGE,5.0,Hiệu quả,positive,làn da sau khi rửa mặt mịn màng sảng khoái
1309,222158013,URIAGE,5.0,Chất lượng/Đóng gói,positive,Điểm 10 cho chất lượng
1310,222158013,URIAGE,5.0,Giao hàng,neutral,shipper nghiệp vụ quá kém
1311,222158013,URIAGE,5.0,Giao hàng,neutral,hàng chính hãnggggggggggggggggggggg Giao hàng nhanhnnnnnnmmmnmnnnnnn
1312,222158013,URIAGE,5.0,Chất lượng/Đóng gói,positive,Đóng gói cẩn thận
1314,222158013,URIAGE,5.0,Giao hàng,neutral,Nhân viên giao hàng thân thiện
1314,222158013,URIAGE,5.0,Giá cả,neutral,Mua đúng đợt đang có chương trình khuyến mãi nên giá thành hợp lí
1316,222158013,URIAGE,5.0,Dịch vụ/Uy tín,positive,dùng rất êm❤️ sẽ quay lại ủng hộ shop
1317,222158013,URIAGE,5.0,Giao hàng,neutral,giao hàng khá nhanh
1318,222158013,URIAGE,5.0,Giá cả,neutral,anw mua sale rẻ hơn nhiều
1319,222158013,URIAGE,5.0,Giá cả,positive,săn được hàng sale giá rẻ
1319,222158013,URIAGE,5.0,Giao hàng,neutral,giao hàng nhanh
1323,222158014,URIAGE,5.0,Chất lượng/Đóng gói,positive,Sản phẩm chất lượng
1323,222158014,URIAGE,5.0,Dịch vụ/Uy tín,positive,Sẽ tiếp tục ủng hộ shop trong lần tới
1324,222158014,URIAGE,5.0,Hiệu quả,positive,Cải thiện kết cấu da
1324,222158014,URIAGE,5.0,Mùi hương/Kết cấu,positive,Cải thiện kết cấu da
1325,222158014,URIAGE,5.0,Hiệu quả,neutral,Giảm kích thước lỗ chân lông
1325,222158014,URIAGE,5.0,Hiệu quả,positive,Mang lại hiệu quả làm sạch sâu
1329,222158014,URIAGE,5.0,Giao hàng,neutral,Giao hàng rất nhanh
1330,222158014,URIAGE,5.0,Chất lượng/Đóng gói,positive,Chất lượng:chưa dùng nên chưa biết giao hàng khá nhanh
1330,222158014,URIAGE,5.0,Giao hàng,positive,Chất lượng:chưa dùng nên chưa biết giao hàng khá nhanh
1330,222158014,URIAGE,5.0,Chất lượng/Đóng gói,positive,đóng gói cẩn thận
1331,222158014,URIAGE,5.0,Hiệu quả,positive,Chất lượng:tốt Kết cấu:có hạt rất nhỏ Hiệu quả:dùng xong kh bị khô da
1331,222158014,URIAGE,5.0,Chất lượng/Đóng gói,positive,Chất lượng:tốt Kết cấu:có hạt rất nhỏ Hiệu quả:dùng xong kh bị khô da
1331,222158014,URIAGE,5.0,Mùi hương/Kết cấu,positive,Chất lượng:tốt Kết cấu:có hạt rất nhỏ Hiệu quả:dùng xong kh bị khô da
1332,222158014,URIAGE,5.0,Chất lượng/Đóng gói,neutral,sản phẩm chất lượngggggggggggggg lắm luôn ạ
1332,222158014,URIAGE,5.0,Dịch vụ/Uy tín,positive,sẽ tiếp tục ủng hộ shop tiếp
1333,222158014,URIAGE,5.0,Chất lượng/Đóng gói,positive,Shop đóng gói cẩn thận
1333,222158014,URIAGE,5.0,Dịch vụ/Uy tín,positive,Shop đóng gói cẩn thận
1333,222158014,URIAGE,5.0,Hiệu quả,neutral,kết quả vẫn
1333,222158014,URIAGE,5.0,Giao hàng,neutral,Ghn giao hàng siêu lâu
1334,973872245,URIAGE,5.0,Hiệu quả,positive,Nhẹ nhàng và hiệu quả trên da bị kích ứng
1335,973872245,URIAGE,5.0,Chất lượng/Đóng gói,positive,Hàng chính hãng nên chất lượng
1336,973872245,URIAGE,5.0,Chất lượng/Đóng gói,positive,Dùng trước đó rồi nên biết chất lượng
1339,222158010,URIAGE,5.0,Hiệu quả,positive,Làm dịu và giảm đau môi nứt nẻ
1340,222158010,URIAGE,5.0,Hiệu quả,positive,Dưỡng ẩm môi hiệu quả
1340,222158010,URIAGE,5.0,Hiệu quả,positive,Dưỡng ẩm môi hiệu quả
1340,222158010,URIAGE,5.0,Hiệu quả,positive,Làm dịu và giảm đau môi nứt nẻ
1341,222158010,URIAGE,5.0,Dịch vụ/Uy tín,neutral,Shop gói hàng cẩn thận
1341,222158010,URIAGE,5.0,Chất lượng/Đóng gói,negative,chưa sử dụng nên chưa biết chất lượng đến đâu
1343,222158010,URIAGE,5.0,Giá cả,positive,Chất lượng:chưa dùng nên chưa có đánh giá
1343,222158010,URIAGE,5.0,Chất lượng/Đóng gói,positive,Chất lượng:chưa dùng nên chưa có đánh giá
1343,222158010,URIAGE,5.0,Giao hàng,neutral,giao hàng nhanh
1343,222158010,URIAGE,5.0,Mùi hương/Kết cấu,neutral,mùi cũng bình thường
1345,222158010,URIAGE,5.0,Chất lượng/Đóng gói,neutral,Đóng gói kỹ lưỡng
1345,222158010,URIAGE,5.0,Chất lượng/Đóng gói,positive,Sản phẩm này hồi trước có dùng rồi nên mình rất tin tưởng về mặt chất lượng
1346,222158010,URIAGE,5.0,Hiệu quả,neutral,Dưỡng ẩm lâu dài
1346,222158010,URIAGE,5.0,Hiệu quả,neutral,Dưỡng ẩm lâu dài
1346,222158010,URIAGE,5.0,Hiệu quả,positive,Làm dịu và giảm đau môi nứt nẻ
1348,222158010,URIAGE,5.0,Chất lượng/Đóng gói,positive,Chất lượng:
1350,222158010,URIAGE,5.0,Hiệu quả,positive,Chất lượng:cái này siêu siêu dưỡng ẩm nhé mọi người
1350,222158010,URIAGE,5.0,Chất lượng/Đóng gói,positive,Chất lượng:cái này siêu siêu dưỡng ẩm nhé mọi người
1352,222158010,URIAGE,5.0,Mùi hương/Kết cấu,neutral,không có mùi gì nồng nên phù hợp với ôi nhạy cảm như mình
1353,222158010,URIAGE,5.0,Mùi hương/Kết cấu,positive,Son dưỡng thơm
1353,222158010,URIAGE,5.0,Hiệu quả,positive,dưỡng ẩm tốt k quá dính môi
1353,222158010,URIAGE,5.0,Chất lượng/Đóng gói,positive,nhiều thỏi son chỉ có 100k chất lượng gia công vẫn rất tốt
1354,222158010,URIAGE,5.0,Chất lượng/Đóng gói,neutral,Shop giao hàng nhanh chóng và đóng gói cẩn
1354,222158010,URIAGE,5.0,Giao hàng,neutral,Shop giao hàng nhanh chóng và đóng gói cẩn
1354,222158010,URIAGE,5.0,Dịch vụ/Uy tín,neutral,Shop giao hàng nhanh chóng và đóng gói cẩn
1354,222158010,URIAGE,5.0,Thành phần,positive,Son thoa lên rất tự nhiên và không bết dính
1354,222158010,URIAGE,5.0,Dịch vụ/Uy tín,neutral,Cảm ơn shop nhiều
1355,222158010,URIAGE,5.0,Chất lượng/Đóng gói,positive,so chất lượng tuyệt vời
1356,222158010,URIAGE,5.0,Giá cả,positive,chưa sử dụng nên chưa thể đánh giá chất lượng được
1356,222158010,URIAGE,5.0,Chất lượng/Đóng gói,positive,chưa sử dụng nên chưa thể đánh giá chất lượng được
1356,222158010,URIAGE,5.0,Dịch vụ/Uy tín,neutral,shop đóng góp cẩn thận vẫn cho shop 5 sao
1357,222158010,URIAGE,5.0,Chất lượng/Đóng gói,neutral,Son đóng gói đẹp
1357,222158010,URIAGE,5.0,Giao hàng,neutral,giao hàng nhanh
1359,222158010,URIAGE,5.0,Giao hàng,neutral,chỉ là giao hàng lâu mình đặt gần hai tuần mới nhận được
1361,222146999,URIAGE,3.0,Chất lượng/Đóng gói,neutral,Lazada đóng gói sản phẩm không hề cẩn thận
1361,222146999,URIAGE,3.0,Chất lượng/Đóng gói,neutral,để bung hộp ra vầy luôn
1362,222146999,URIAGE,4.0,Giao hàng,neutral,Giao hàng nhanh
1362,222146999,URIAGE,4.0,Hiệu quả,positive,dưỡng ẩm tạm ổn
1363,222146999,URIAGE,5.0,Mùi hương/Kết cấu,positive,Dễ dàng áp dụng và không nhờn
1364,222146999,URIAGE,5.0,Chất lượng/Đóng gói,positive,Shop đóng gói cẩn thận
1364,222146999,URIAGE,5.0,Dịch vụ/Uy tín,positive,Shop đóng gói cẩn thận
1365,222146999,URIAGE,5.0,Hiệu quả,positive,Làm dịu và giảm khô môi
1367,222146999,URIAGE,5.0,Mùi hương/Kết cấu,neutral,cái mùi kì kì ah
1368,222146999,URIAGE,5.0,Hiệu quả,negative,m bị ngứa viền môi và nứt khoé môi
1369,222146999,URIAGE,5.0,Hiệu quả,neutral,Dưỡng ẩm và sửa chữa môi khô nứt
1369,222146999,URIAGE,5.0,Mùi hương/Kết cấu,positive,Dễ dàng sử dụng và không nhờn
1371,222146999,URIAGE,5.0,Mùi hương/Kết cấu,positive,Dễ dàng sử dụng và không nhờn
1371,222146999,URIAGE,5.0,Hiệu quả,neutral,Dưỡng ẩm và sửa chữa môi khô nứt
1373,222146999,URIAGE,5.0,Chất lượng/Đóng gói,positive,Đóng gói cẩn thận dùng ok nhé tặng Shop 5*
1373,222146999,URIAGE,5.0,Dịch vụ/Uy tín,positive,Đóng gói cẩn thận dùng ok nhé tặng Shop 5*
1376,222146999,URIAGE,5.0,Hiệu quả,positive,Rất hiệu quả
1377,222146999,URIAGE,5.0,Chất lượng/Đóng gói,positive,môi lúc nào cũng mềm thích cực kì Chất lượng:tốt Kết cấu:đặc sệt
1377,222146999,URIAGE,5.0,Mùi hương/Kết cấu,positive,môi lúc nào cũng mềm thích cực kì Chất lượng:tốt Kết cấu:đặc sệt
1377,222146999,URIAGE,5.0,Hiệu quả,positive,mỏng nhẹ Hiệu quả:mềm môi
1379,222146999,URIAGE,5.0,Mùi hương/Kết cấu,positive,không nhờn dính
1380,222146999,URIAGE,5.0,Giá cả,neutral,và cũng là áo giáp của anh
1382,222146999,URIAGE,5.0,Hiệu quả,positive,hi vọng mùa đông vẫn sẽ dưỡng ẩm tốt
1383,222146999,URIAGE,5.0,Chất lượng/Đóng gói,positive,Hàng chất lượng tốt
1384,222146999,URIAGE,5.0,Giao hàng,neutral,Shop giao hàng rất nhanh
1384,222146999,URIAGE,5.0,Dịch vụ/Uy tín,neutral,Shop giao hàng rất nhanh
1384,222146999,URIAGE,5.0,Mùi hương/Kết cấu,negative,Son dưỡng ko bị nhờn rít
1384,222146999,URIAGE,5.0,Hiệu quả,positive,Dưỡng ẩm tốt
1384,222146999,URIAGE,5.0,Hiệu quả,positive,Mong sẽ có hiệu quả với chàm môi
1387,222146999,URIAGE,5.0,Chất lượng/Đóng gói,positive,chất lượng tốt
1387,222146999,URIAGE,5.0,Hiệu quả,neutral,mới dùng vài lần đã giảm tình trạng khô môi nhiều
1388,222146999,URIAGE,5.0,Hiệu quả,positive,Hy vọng xài lâu dài có thể cải thiện vấn đề thâm môi và mềm môi
1389,222146999,URIAGE,5.0,Hiệu quả,positive,dưỡng ẩm cũng tốt hơn vasaline
1389,222146999,URIAGE,5.0,Hiệu quả,positive,dưỡng ẩm tốt đáng để mua
1391,222146999,URIAGE,5.0,Chất lượng/Đóng gói,positive,nghe nói chất lượng rất tốt
1392,973842697,URIAGE,5.0,Hiệu quả,neutral,Giảm khó chịu do chàm gây ra
1392,973842697,URIAGE,5.0,Mùi hương/Kết cấu,positive,Không gây nhờn rít
1392,973842697,URIAGE,5.0,Mùi hương/Kết cấu,positive,Không gây nhờn rít
1392,973842697,URIAGE,5.0,Hiệu quả,negative,Giảm ngứa và đỏ da
1392,973842697,URIAGE,5.0,Mùi hương/Kết cấu,positive,Không gây nhờn rít
1393,973842697,URIAGE,5.0,Hiệu quả,neutral,dưỡng ẩm cao
1393,973842697,URIAGE,5.0,Hiệu quả,neutral,Giảm khó chịu do chàm gây ra
1393,973842697,URIAGE,5.0,Hiệu quả,neutral,Giúp làm dịu da khô và kích ứng
1394,973842697,URIAGE,5.0,Hiệu quả,positive,dưỡng ẩm và làm dịu da thật sự
1394,973842697,URIAGE,5.0,Giá cả,positive,Bạn nào bị viêm da cơ địa nên thử dùng Chất lượng: Tốt với giá tiền này Kết cấu: kem
1394,973842697,URIAGE,5.0,Chất lượng/Đóng gói,positive,Bạn nào bị viêm da cơ địa nên thử dùng Chất lượng: Tốt với giá tiền này Kết cấu: kem
1394,973842697,URIAGE,5.0,Mùi hương/Kết cấu,positive,Bạn nào bị viêm da cơ địa nên thử dùng Chất lượng: Tốt với giá tiền này Kết cấu: kem
1394,973842697,URIAGE,5.0,Hiệu quả,neutral,dính Hiệu quả: Giảm ngứa
1394,973842697,URIAGE,5.0,Hiệu quả,neutral,dưỡng ẩm
1395,973842697,URIAGE,5.0,Hiệu quả,positive,Chất lượng: Kết cấu: Hiệu quả:
1395,973842697,URIAGE,5.0,Chất lượng/Đóng gói,positive,Chất lượng: Kết cấu: Hiệu quả:
1395,973842697,URIAGE,5.0,Mùi hương/Kết cấu,positive,Chất lượng: Kết cấu: Hiệu quả:
1396,973842697,URIAGE,5.0,Chất lượng/Đóng gói,positive,đóng gói cẩn thận giao hàng nhanh
1396,973842697,URIAGE,5.0,Giao hàng,positive,đóng gói cẩn thận giao hàng nhanh
1396,973842697,URIAGE,5.0,Dịch vụ/Uy tín,positive,hài lòng về shop
1399,1454114566,URIAGE,5.0,Giao hàng,neutral,Giao hàng nhanh
1399,1454114566,URIAGE,5.0,Giá cả,negative,Vừa mới sd chưa biết chất lượng sao demungf 1 thời gian mình se đánh giá lại sao
1399,1454114566,URIAGE,5.0,Chất lượng/Đóng gói,negative,Vừa mới sd chưa biết chất lượng sao demungf 1 thời gian mình se đánh giá lại sao
1401,1454114566,URIAGE,5.0,Giá cả,neutral,và cũng là áo giáp của anh
1402,1454114566,URIAGE,5.0,Chất lượng/Đóng gói,positive,Chất lượng quá tốt luôn
1402,1454114566,URIAGE,5.0,Mùi hương/Kết cấu,positive,kem thấm vào da và mùi thơm nhẹ dễ chịu
1404,1454114566,URIAGE,5.0,Giá cả,negative,chưa sử dụng nên chưa đánh giá chất lượng
1404,1454114566,URIAGE,5.0,Chất lượng/Đóng gói,negative,chưa sử dụng nên chưa đánh giá chất lượng
1404,1454114566,URIAGE,5.0,Dịch vụ/Uy tín,neutral,nên cho shop trước 5 sao
1405,1454114566,URIAGE,5.0,Hiệu quả,neutral,Kem dưỡng ẩm nhỏ
1405,1454114566,URIAGE,5.0,Dịch vụ/Uy tín,neutral,shop gói hàng cẩn thận
1405,1454114566,URIAGE,5.0,Giao hàng,neutral,ship giao hàng thân thiện
1405,1454114566,URIAGE,5.0,Dịch vụ/Uy tín,neutral,cảm ơn shop nhiều lắm ah
1406,1454114566,URIAGE,5.0,Chất lượng/Đóng gói,positive,Nhìn cái hộp đóng gói cẩn thận
1406,1454114566,URIAGE,5.0,Chất lượng/Đóng gói,negative,Chưa sử dung nên chưa biết chất lượng thế nào
1407,1454114566,URIAGE,5.0,Mùi hương/Kết cấu,positive,thấy nó bé mình vẫn hơi hụt hẫng 😅 khá là thơm dịu mát
1408,953152482,URIAGE,5.0,Hiệu quả,neutral,mặt nạ ngủ dưỡng ẩm sâu
1409,953152482,URIAGE,5.0,Hiệu quả,negative,loại này mình chưa sử dụng nên chưa biết hiệu quả thế nào
1410,953152482,URIAGE,5.0,Hiệu quả,neutral,Làm dịu và làm mát da bị kích ứng
1411,953152482,URIAGE,5.0,Hiệu quả,neutral,Dưỡng ẩm trong 8 giờ
1411,953152482,URIAGE,5.0,Mùi hương/Kết cấu,positive,Nhẹ và không nhờn
1413,953152482,URIAGE,5.0,Hiệu quả,neutral,Mặt nạ dưỡng ẩm sâu
1413,953152482,URIAGE,5.0,Hiệu quả,positive,Cải thiện độ đàn hồi của da
1413,953152482,URIAGE,5.0,Hiệu quả,neutral,Làm dịu và làm mát da bị kích ứng
1413,953152482,URIAGE,5.0,Mùi hương/Kết cấu,positive,Nhẹ và không nhờn
1414,953152482,URIAGE,5.0,Hiệu quả,positive,Cải thiện độ đàn hồi của da
1414,953152482,URIAGE,5.0,Hiệu quả,neutral,Dưỡng ẩm trong 8 giờ
1415,953152482,URIAGE,5.0,Mùi hương/Kết cấu,positive,Nhẹ và không nhờn
1416,953152482,URIAGE,5.0,Hiệu quả,neutral,Dưỡng ẩm trong 8 giờ
1416,953152482,URIAGE,5.0,Mùi hương/Kết cấu,positive,Nhẹ và không nhờn
1417,953152482,URIAGE,5.0,Hiệu quả,neutral,Dưỡng ẩm trong 8 giờ
1418,953152482,URIAGE,5.0,Thành phần,neutral,Phục hồi sự rạng rỡ tự nhiên của da
1418,953152482,URIAGE,5.0,Hiệu quả,positive,Làm dịu và làm dịu da bị kích ứng
1419,953152482,URIAGE,5.0,Chất lượng/Đóng gói,negative,chưa dùng nên mình chưa biết chất lượng như thế nào
1420,953152482,URIAGE,5.0,Thành phần,neutral,Phục hồi sự rạng rỡ tự nhiên của da
1420,953152482,URIAGE,5.0,Mùi hương/Kết cấu,positive,Nhẹ nhàng và không nhờn
1420,953152482,URIAGE,5.0,Hiệu quả,positive,Làm dịu và làm dịu da bị kích ứng
1420,953152482,URIAGE,5.0,Hiệu quả,neutral,Dưỡng ẩm trong 8 giờ
1421,953152482,URIAGE,5.0,Chất lượng/Đóng gói,positive,Sản phẩm chất lượng
1421,953152482,URIAGE,5.0,Dịch vụ/Uy tín,positive,Sẽ tiếp tục ủng hộ shop trong lần tới
1422,953152482,URIAGE,5.0,Mùi hương/Kết cấu,positive,có mùi nhẹ dịu
1424,953152482,URIAGE,5.0,Chất lượng/Đóng gói,positive,Chất lượng:kem thơm nhẹ
1424,953152482,URIAGE,5.0,Mùi hương/Kết cấu,positive,Chất lượng:kem thơm nhẹ
1424,953152482,URIAGE,5.0,Mùi hương/Kết cấu,neutral,mát Kết cấu:giống gel
1424,953152482,URIAGE,5.0,Hiệu quả,positive,mỏng nhẹ Hiệu quả:xài thoáng da da
1424,953152482,URIAGE,5.0,Hiệu quả,positive,cấp ẩm tốt
1426,953152482,URIAGE,5.0,Mùi hương/Kết cấu,neutral,mùi nồng
1427,953152482,URIAGE,5.0,Hiệu quả,positive,Cải thiện độ đàn hồi của da
1427,953152482,URIAGE,5.0,Mùi hương/Kết cấu,positive,Để lại mùi hương dễ chịu
1428,953152482,URIAGE,5.0,Hiệu quả,neutral,Hy vọng sẽ có nhiều voucher giảm giá hơn nữa
1428,953152482,URIAGE,5.0,Giá cả,neutral,Hy vọng sẽ có nhiều voucher giảm giá hơn nữa
1428,953152482,URIAGE,5.0,Giao hàng,positive,Thời gian giao hàng rất ổn
1429,953152482,URIAGE,5.0,Thành phần,neutral,Phục hồi sự rạng rỡ tự nhiên của da
1429,953152482,URIAGE,5.0,Hiệu quả,neutral,Mặt nạ dưỡng ẩm sâu
1430,953152482,URIAGE,5.0,Mùi hương/Kết cấu,positive,Để lại mùi hương dễ chịu
1433,953152482,URIAGE,5.0,Hiệu quả,neutral,Dưỡng ẩm trong 8 giờ
1437,953152482,URIAGE,5.0,Mùi hương/Kết cấu,positive,mùi dễ chịu
1437,953152482,URIAGE,5.0,Hiệu quả,positive,Hiệu quả mướt mịn sau 1 đêm
1438,953152482,URIAGE,5.0,Chất lượng/Đóng gói,neutral,hộp nhỏ xíu
1439,953152482,URIAGE,5.0,Mùi hương/Kết cấu,positive,mùi dịu nhẹ nên viêm da cơ địa như mình dùng cũng okla lắm
1443,953152482,URIAGE,5.0,Chất lượng/Đóng gói,positive,chất lượng tốt
1443,953152482,URIAGE,5.0,Chất lượng/Đóng gói,positive,sp đóng gói cẩn thận
1444,953152482,URIAGE,5.0,Giá cả,positive,chưa dùng nên chưa đánh giá được chất lượng thế nào
1444,953152482,URIAGE,5.0,Chất lượng/Đóng gói,positive,chưa dùng nên chưa đánh giá được chất lượng thế nào
1445,953152482,URIAGE,5.0,Chất lượng/Đóng gói,positive,Chất lượng:ngonnnnnnnnnnnnnnnnnmnnnnnnnnnnnnnnnnnnnnnnnnnnhhhh
1446,953152482,URIAGE,5.0,Giao hàng,neutral,giao hàng nhanh
1446,953152482,URIAGE,5.0,Giá cả,positive,đầy đủ hàng khuyến mãi chưa sử dụng nên chua biết chất lượng ntn
